Family, Component Name, Data Integration, Map/Reduce, Spark Batch, Spark Streaming, Storm, Camel
Databases, tMapRDBInput, No, Yes, Yes, No, No, No
Databases, tMapRDBLookupInput, No, No, No, Yes, No, No
Databases, tMapRDBOutput, No, Yes, Yes, Yes, No, No
Databases, tMaxDBInput, Yes, No, No, No, No, No
Databases, tMaxDBOutput, Yes, No, No, No, No, No
Databases, tMaxDBRow, Yes, No, No, No, No, No
Databases, tMemSQLClose, Yes, No, No, No, No, No
Databases, tMemSQLConnection, Yes, No, No, No, No, No
Databases, tMemSQLInput, Yes, No, No, No, No, No
Databases, tMemSQLOutput, Yes, No, No, No, No, No
Databases, tMemSQLRow, Yes, No, No, No, No, No
Databases, tMongoDBConfiguration, No, No, Yes, Yes, No, No
Databases, tMongoDBInput, No, No, Yes, Yes, No, No
Databases, tMongoDBLookupInput, No, No, No, Yes, No, No
Databases, tMongoDBOutput, No, No, Yes, Yes, No, No
Databases, tMSSqlBulkExec, Yes, No, No, No, No, No
Databases, tMSSqlCDC, Yes, No, No, No, No, No
Databases, tMSSqlClose, Yes, No, No, No, No, No
Databases, tMSSqlColumnList, Yes, No, No, No, No, No
Databases, tMSSqlCommit, Yes, No, No, No, No, No
Databases, tMSSqlConnection, Yes, No, No, No, No, No
Databases, tMSSqlInput, Yes, No, No, No, No, No
Databases, tMSSqlLastInsertId, Yes, No, No, No, No, No
Databases, tMSSqlOutput, Yes, No, No, No, No, No
Databases, tMSSqlOutputBulk, Yes, No, No, No, No, No
Databases, tMSSqlOutputBulkExec, Yes, No, No, No, No, No
Databases, tMSSqlRollback, Yes, No, No, No, No, No
Databases, tMSSqlRow, Yes, No, No, No, No, No
Databases, tMSSqlSCD, Yes, No, No, No, No, No
Databases, tMSSqlSP, Yes, No, No, No, No, No
Databases, tMSSqlTableList, Yes, No, No, No, No, No
Databases, tMysqlBulkExec, No, No, No, No, No, No
Databases, tMysqlCDC, Yes, No, No, No, No, No
Databases, tMysqlClose, Yes, No, No, No, No, No
Databases, tMysqlColumnList, Yes, No, No, No, No, No
Databases, tMysqlCommit, Yes, No, No, No, No, No
Databases, tMysqlConfiguration, No, No, Yes, Yes, No, No
Databases, tMysqlConnection, Yes, No, No, No, No, No
Databases, tMysqlInput, Yes, Yes, Yes, No, No, No
Databases, tMySQLInvalidRows, Yes, No, No, No, No, No
Databases, tMysqlLastInsertId, Yes, No, No, No, No, No
Databases, tMysqlLookupInput, No, No, No, Yes, No, No
Databases, tMysqlOutput, Yes, Yes, Yes, Yes, No, No
Databases, tMysqlOutputBulk, Yes, No, No, No, No, No
Databases, tMysqlOutputBulkExec, Yes, No, No, No, No, No
Databases, tMysqlRollback, Yes, No, No, No, No, No
Databases, tMysqlRow, Yes, No, No, No, No, No
Databases, tMysqlSCD, Yes, No, No, No, No, No
Databases, tMysqlSCDELT, Yes, No, No, No, No, No
Databases, tMysqlSP, Yes, No, No, No, No, No
Databases, tMysqlTableList, Yes, No, No, No, No, No
Databases, tMySQLValidRows, Yes, No, No, No, No, No
Databases, tNetezzaBulkExec, Yes, No, No, No, No, No
Databases, tNetezzaClose, Yes, No, No, No, No, No
Databases, tNetezzaCommit, Yes, No, No, No, No, No
Databases, tNetezzaConnection, Yes, No, No, No, No, No
Databases, tNetezzaInput, Yes, No, No, No, No, No
Databases, tNetezzaNzLoad, Yes, No, No, No, No, No
Databases, tNetezzaOutput, Yes, No, No, No, No, No
Databases, tNetezzaRollback, Yes, No, No, No, No, No
Databases, tNetezzaRow, Yes, No, No, No, No, No
Databases, tNetezzaSCD, Yes, No, No, No, No, No
Databases, tOleDbInput, Yes, No, No, No, No, No
Databases, tOleDbOutput, Yes, No, No, No, No, No
Databases, tOleDbRow, Yes, No, No, No, No, No
Databases, tOracleBulkExec, Yes, No, No, No, No, No
Databases, tOracleCDC, Yes, No, No, No, No, No
Databases, tOracleCDCOutput, Yes, No, No, No, No, No
Databases, tOracleClose, Yes, No, No, No, No, No
Databases, tOracleCommit, Yes, No, No, No, No, No
Databases, tOracleConfiguration, No, No, Yes, Yes, No, No
Databases, tOracleConnection, Yes, No, No, No, No, No
Databases, tOracleInput, Yes, Yes, Yes, No, No, No
Databases, tOracleInvalidRows, Yes, No, No, No, No, No
Databases, tOracleLookupInput, No, No, No, Yes, No, No
Databases, tOracleOutput, Yes, Yes, Yes, Yes, No, No
Databases, tOracleOutputBulk, Yes, No, No, No, No, No
Databases, tOracleOutputBulkExec, Yes, No, No, No, No, No
Databases, tOracleRollback, Yes, No, No, No, No, No
Databases, tOracleRow, Yes, No, No, No, No, No
Databases, tOracleSCD, Yes, No, No, No, No, No
Databases, tOracleSCDELT, Yes, No, No, No, No, No
Databases, tOracleSP, Yes, No, No, No, No, No
Databases, tOracleTableList, Yes, No, No, No, No, No
Databases, tOracleValidRows, Yes, No, No, No, No, No
Databases, tParAccelBulkExec, Yes, No, No, No, No, No
Databases, tParAccelClose, Yes, No, No, No, No, No
Databases, tParAccelCommit, Yes, No, No, No, No, No
Databases, tParAccelConnection, Yes, No, No, No, No, No
Databases, tParAccelInput, Yes, No, No, No, No, No
Databases, tParAccelOutput, Yes, No, No, No, No, No
Databases, tParAccelOutputBulk, Yes, No, No, No, No, No
Databases, tParAccelOutputBulkExec, Yes, No, No, No, No, No
Databases, tParAccelRollback, Yes, No, No, No, No, No
Databases, tParAccelRow, Yes, No, No, No, No, No
Databases, tParAccelSCD, Yes, No, No, No, No, No
Databases, tParseRecordSet, Yes, No, No, No, No, No
Databases, tPostgresPlusBulkExec, Yes, No, No, No, No, No
Databases, tPostgresPlusClose, Yes, No, No, No, No, No
Databases, tPostgresPlusCommit, Yes, No, No, No, No, No
Databases, tPostgresPlusConnection, Yes, No, No, No, No, No
Databases, tPostgresPlusInput, Yes, No, No, No, No, No
Databases, tPostgresPlusOutput, Yes, No, No, No, No, No
Databases, tPostgresPlusOutputBulk, Yes, No, No, No, No, No
Databases, tPostgresPlusOutputBulkExec, Yes, No, No, No, No, No
Databases, tPostgresPlusRollback, Yes, No, No, No, No, No
Databases, tPostgresPlusRow, Yes, No, No, No, No, No
Databases, tPostgresPlusSCD, Yes, No, No, No, No, No
Databases, tPostgresPlusSCDELT, Yes, No, No, No, No, No
Databases, tPostgresqlBulkExec, Yes, No, No, No, No, No
Databases, tPostgresqlCDC, Yes, No, No, No, No, No
Databases, tPostgresqlClose, Yes, No, No, No, No, No
Databases, tPostgresqlCommit, Yes, No, No, No, No, No
Databases, tPostgresqlConnection, Yes, No, No, No, No, No
Databases, tPostgresqlInput, Yes, No, No, No, No, No
Databases, tPostgresqlInvalidRows, Yes, No, No, No, No, No
Databases, tPostgresqlOutput, Yes, No, No, No, No, No
Databases, tPostgresqlOutputBulk, Yes, No, No, No, No, No
Databases, tPostgresqlOutputBulkExec, Yes, No, No, No, No, No
Databases, tPostgresqlRollback, Yes, No, No, No, No, No
Databases, tPostgresqlRow, Yes, No, No, No, No, No
Databases, tPostgresqlSCD, Yes, No, No, No, No, No
Databases, tPostgresqlSCDELT, Yes, No, No, No, No, No
Databases, tPostgresqlValidRows, Yes, No, No, No, No, No
Databases, tRedshiftBulkExec, Yes, No, No, No, No, No
Databases, tRedshiftClose, Yes, No, No, No, No, No
Databases, tRedshiftCommit, Yes, No, No, No, No, No
Databases, tRedshiftConfiguration, No, No, Yes, Yes, No, No
Databases, tRedshiftConnection, Yes, No, No, No, No, No
Databases, tRedshiftInput, Yes, No, Yes, No, No, No
Databases, tRedshiftLookupInput, No, No, No, Yes, No, No
Databases, tRedshiftOutput, Yes, No, Yes, Yes, No, No
Databases, tRedshiftOutputBulk, Yes, No, No, No, No, No
Databases, tRedshiftOutputBulkExec, Yes, No, No, No, No, No
Databases, tRedshiftRollback, Yes, No, No, No, No, No
Databases, tRedshiftRow, Yes, No, No, No, No, No
Databases, tRedshiftUnload, Yes, No, No, No, No, No
Databases, tSAPHanaClose, Yes, No, No, No, No, No
Databases, tSAPHanaCommit, Yes, No, No, No, No, No
Databases, tSAPHanaConnection, Yes, No, No, No, No, No
Databases, tSAPHanaInput, Yes, No, No, No, No, No
Databases, tSAPHanaOutput, Yes, No, No, No, No, No
Databases, tSAPHanaRollback, Yes, No, No, No, No, No
Databases, tSAPHanaRow, Yes, No, No, No, No, No
Databases, tSAPHanaUnload, No, No, No, No, No, No
Databases, tSasInput, Yes, No, No, No, No, No
Databases, tSasOutput, Yes, No, No, No, No, No
Databases, tSnowflakeConfiguration, No, No, Yes, No, No, No
Databases, tSnowflakeInput, No, No, Yes, No, No, No
Databases, tSnowflakeOutput, No, No, Yes, No, No, No
Databases, tSQLDWHBulkExec, Yes, No, No, No, No, No
Databases, tSQLDWHClose, Yes, No, No, No, No, No
Databases, tSQLDWHCommit, Yes, No, No, No, No, No
Databases, tSQLDWHConnection, Yes, No, No, No, No, No
Databases, tSQLDWHInput, Yes, No, No, No, No, No
Databases, tSQLDWHOutput, Yes, No, No, No, No, No
Databases, tSQLDWHRollback, Yes, No, No, No, No, No
Databases, tSQLDWHRow, Yes, No, No, No, No, No
Databases, tSQLiteClose, Yes, No, No, No, No, No
Databases, tSQLiteCommit, Yes, No, No, No, No, No
Databases, tSQLiteConnection, Yes, No, No, No, No, No
Databases, tSQLiteInput, Yes, No, No, No, No, No
Databases, tSQLiteOutput, Yes, No, No, No, No, No
Databases, tSQLiteRollback, Yes, No, No, No, No, No
Databases, tSQLiteRow, Yes, No, No, No, No, No
Databases, tSybaseBulkExec, Yes, No, No, No, No, No
Databases, tSybaseCDC, Yes, No, No, No, No, No
Databases, tSybaseClose, Yes, No, No, No, No, No
Databases, tSybaseCommit, Yes, No, No, No, No, No
Databases, tSybaseConnection, Yes, No, No, No, No, No
Databases, tSybaseInput, Yes, No, No, No, No, No
Databases, tSybaseIQBulkExec, Yes, No, No, No, No, No
Databases, tSybaseIQOutputBulkExec, Yes, No, No, No, No, No
Databases, tSybaseOutput, Yes, No, No, No, No, No
Databases, tSybaseOutputBulk, Yes, No, No, No, No, No
Databases, tSybaseOutputBulkExec, Yes, No, No, No, No, No
Databases, tSybaseRollback, Yes, No, No, No, No, No
Databases, tSybaseRow, Yes, No, No, No, No, No
Databases, tSybaseSCD, Yes, No, No, No, No, No
Databases, tSybaseSCDELT, Yes, No, No, No, No, No
Databases, tSybaseSP, Yes, No, No, No, No, No
Databases, tTeradataCDC, Yes, No, No, No, No, No
Databases, tTeradataClose, Yes, No, No, No, No, No
Databases, tTeradataCommit, Yes, No, No, No, No, No
Databases, tTeradataConfiguration, No, No, Yes, Yes, No, No
Databases, tTeradataConnection, Yes, No, No, No, No, No
Databases, tTeradataFastExport, Yes, No, No, No, No, No
Databases, tTeradataFastLoad, Yes, No, No, No, No, No
Databases, tTeradataFastLoadUtility, Yes, No, No, No, No, No
Databases, tTeradataInput, Yes, Yes, Yes, No, No, No
Databases, tTeradataLookupInput, No, No, No, Yes, No, No
Databases, tTeradataMultiLoad, Yes, No, No, No, No, No
Databases, tTeradataOutput, Yes, Yes, Yes, Yes, No, No
Databases, tTeradataRollback, Yes, No, No, No, No, No
Databases, tTeradataRow, Yes, No, No, No, No, No
Databases, tTeradataSCD, Yes, No, No, No, No, No
Databases, tTeradataSCDELT, Yes, No, No, No, No, No
Databases, tTeradataTPTExec, Yes, No, No, No, No, No
Databases, tTeradataTPTUtility, Yes, No, No, No, No, No
Databases, tTeradataTPump, Yes, No, No, No, No, No
Databases, tVectorWiseCommit, Yes, No, No, No, No, No
Databases, tVectorWiseConnection, Yes, No, No, No, No, No
Databases, tVectorWiseInput, Yes, No, No, No, No, No
Databases, tVectorWiseOutput, Yes, No, No, No, No, No
Databases, tVectorWiseRollback, Yes, No, No, No, No, No
Databases, tVectorWiseRow, Yes, No, No, No, No, No
Databases, tVerticaBulkExec, Yes, No, No, No, No, No
Databases, tVerticaClose, Yes, No, No, No, No, No
Databases, tVerticaCommit, Yes, No, No, No, No, No
Databases, tVerticaConnection, Yes, No, No, No, No, No
Databases, tVerticaInput, Yes, No, No, No, No, No
Databases, tVerticaOutput, Yes, No, No, No, No, No
Databases, tVerticaOutputBulk, Yes, No, No, No, No, No
Databases, tVerticaOutputBulkExec, Yes, No, No, No, No, No
Databases, tVerticaRollback, Yes, No, No, No, No, No
Databases, tVerticaRow, Yes, No, No, No, No, No
Databases, tVerticaSCD, Yes, No, No, No, No, No
Databases NoSQL, tCassandraBulkExec, Yes, No, No, No, No, No
Databases NoSQL, tCassandraClose, Yes, No, No, No, No, No
Databases NoSQL, tCassandraConnection, Yes, No, No, No, No, No
Databases NoSQL, tCassandraInput, Yes, No, No, No, No, No
Databases NoSQL, tCassandraOutput, Yes, No, No, No, No, No
Databases NoSQL, tCassandraOutputBulk, Yes, No, No, No, No, No
Databases NoSQL, tCassandraOutputBulkExec, Yes, No, No, No, No, No
Databases NoSQL, tCassandraRow, Yes, No, No, No, No, No
Databases NoSQL, tCouchbaseDCPInput, Yes, No, No, No, No, No
Databases NoSQL, tCouchbaseDCPOutput, Yes, No, No, No, No, No
Databases NoSQL, tCouchbaseInput, Yes, No, No, No, No, No
Databases NoSQL, tCouchbaseOutput, Yes, No, No, No, No, No
Databases NoSQL, tCouchDBClose, Yes, No, No, No, No, No
Databases NoSQL, tCouchDBConnection, Yes, No, No, No, No, No
Databases NoSQL, tCouchDBInput, Yes, No, No, No, No, No
Databases NoSQL, tCouchDBOutput, Yes, No, No, No, No, No
Databases NoSQL, tDynamoDBInput, Yes, No, No, No, No, No
Databases NoSQL, tDynamoDBOutput, Yes, No, No, No, No, No
Databases NoSQL, tHBaseClose, Yes, No, No, No, No, No
Databases NoSQL, tHBaseConnection, Yes, No, No, No, No, No
Databases NoSQL, tHBaseInput, Yes, No, No, No, No, No
Databases NoSQL, tHBaseOutput, Yes, No, No, No, No, No
Databases NoSQL, tMapRDBClose, Yes, No, No, No, No, No
Databases NoSQL, tMapRDBConnection, Yes, No, No, No, No, No
Databases NoSQL, tMapRDBInput, Yes, No, No, No, No, No
Databases NoSQL, tMapRDBOutput, Yes, No, No, No, No, No
Databases NoSQL, tMapROjaiInput, Yes, No, No, No, No, No
Databases NoSQL, tMapROjaiOutput, Yes, No, No, No, No, No
Databases NoSQL, tMarkLogicBulkLoad, Yes, No, No, No, No, No
Databases NoSQL, tMarkLogicClose, Yes, No, No, No, No, No
Databases NoSQL, tMarkLogicConnection, Yes, No, No, No, No, No
Databases NoSQL, tMarkLogicInput, Yes, No, No, No, No, No
Databases NoSQL, tMarkLogicOutput, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBBulkLoad, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBClose, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBConfiguration, No, No, Yes, Yes, No, No
Databases NoSQL, tMongoDBConnection, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBGridFSDelete, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBGridFSGet, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBGridFSList, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBGridFSProperties, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBGridFSPut, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBInput, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBOutput, Yes, No, No, No, No, No
Databases NoSQL, tMongoDBRow, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jBatchOutput, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jBatchOutputRelationship, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jBatchSchema, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jClose, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jConnection, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jImportTool, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jInput, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jOutput, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jOutputRelationship, Yes, No, No, No, No, No
Databases NoSQL, tNeo4jRow, Yes, No, No, No, No, No
Databases NoSQL, tRiakBucketList, Yes, No, No, No, No, No
Databases NoSQL, tRiakClose, Yes, No, No, No, No, No
Databases NoSQL, tRiakConnection, Yes, No, No, No, No, No
Databases NoSQL, tRiakInput, Yes, No, No, No, No, No
Databases NoSQL, tRiakKeyList, Yes, No, No, No, No, No
Databases NoSQL, tRiakOutput, Yes, No, No, No, No, No
DotNET, tDotNETInstantiate, Yes, No, No, No, No, No
DotNET, tDotNETRow, Yes, No, No, No, No, No
ElasticSearch, tElasticSearchConfiguration, No, No, Yes, Yes, No, No
ElasticSearch, tElasticSearchInput, No, No, Yes, No, No, No
ElasticSearch, tElasticSearchLookupInput, No, No, No, Yes, No, No
ElasticSearch, tElasticSearchOutput, No, No, Yes, Yes, No, No
ELT, tAccessConnection, Yes, No, No, No, No, No
ELT, tAS400Connection, Yes, No, No, No, No, No
ELT, tCombinedSQLAggregate, Yes, No, No, No, No, No
ELT, tCombinedSQLFilter, Yes, No, No, No, No, No
ELT, tCombinedSQLInput, Yes, No, No, No, No, No
ELT, tCombinedSQLOutput, Yes, No, No, No, No, No
ELT, tDB2Connection, Yes, No, No, No, No, No
ELT, tELTGreenplumInput, Yes, No, No, No, No, No
ELT, tELTGreenplumMap, Yes, No, No, No, No, No
ELT, tELTGreenplumOutput, Yes, No, No, No, No, No
ELT, tELTHiveInput, Yes, No, No, No, No, No
ELT, tELTHiveMap, Yes, No, No, No, No, No
ELT, tELTHiveOutput, Yes, No, No, No, No, No
ELT, tELTInput, Yes, No, No, No, No, No
ELT, tELTMap, Yes, No, No, No, No, No
ELT, tELTMSSqlInput, Yes, No, No, No, No, No
ELT, tELTMSSqlMap, Yes, No, No, No, No, No
ELT, tELTMSSqlOutput, Yes, No, No, No, No, No
ELT, tELTMysqlInput, Yes, No, No, No, No, No
ELT, tELTMysqlMap, Yes, No, No, No, No, No
ELT, tELTMysqlOutput, Yes, No, No, No, No, No
ELT, tELTNetezzaInput, Yes, No, No, No, No, No
ELT, tELTNetezzaMap, Yes, No, No, No, No, No
ELT, tELTNetezzaOutput, Yes, No, No, No, No, No
ELT, tELTOracleInput, Yes, No, No, No, No, No
ELT, tELTOracleMap, Yes, No, No, No, No, No
ELT, tELTOracleOutput, Yes, No, No, No, No, No
ELT, tELTOutput, Yes, No, No, No, No, No
ELT, tELTPostgresqlInput, Yes, No, No, No, No, No
ELT, tELTPostgresqlMap, Yes, No, No, No, No, No
ELT, tELTPostgresqlOutput, Yes, No, No, No, No, No
ELT, tELTSAPInput, Yes, No, No, No, No, No
ELT, tELTSAPMap, Yes, No, No, No, No, No
ELT, tELTSybaseInput, Yes, No, No, No, No, No
ELT, tELTSybaseMap, Yes, No, No, No, No, No
ELT, tELTSybaseOutput, Yes, No, No, No, No, No
ELT, tELTTeradataInput, Yes, No, No, No, No, No
ELT, tELTTeradataMap, Yes, No, No, No, No, No
ELT, tELTTeradataOutput, Yes, No, No, No, No, No
ELT, tELTVerticaInput, Yes, No, No, No, No, No
ELT, tELTVerticaMap, Yes, No, No, No, No, No
ELT, tELTVerticaOutput, Yes, No, No, No, No, No
ELT, tEXAConnection, Yes, No, No, No, No, No
ELT, tFirebirdConnection, Yes, No, No, No, No, No
ELT, tGreenplumConnection, Yes, No, No, No, No, No
ELT, tHiveConnection, Yes, No, No, No, No, No
ELT, tIngresConnection, Yes, No, No, No, No, No
ELT, tInterbaseConnection, Yes, No, No, No, No, No
ELT, tJDBCConnection, Yes, No, No, No, No, No
ELT, tMSSqlConnection, Yes, No, No, No, No, No
ELT, tMysqlConnection, Yes, No, No, No, No, No
ELT, tNetezzaConnection, Yes, No, No, No, No, No
ELT, tOracleConnection, Yes, No, No, No, No, No
ELT, tParAccelConnection, Yes, No, No, No, No, No
ELT, tPostgresPlusConnection, Yes, No, No, No, No, No
ELT, tPostgresqlConnection, Yes, No, No, No, No, No
ELT, tSAPHanaConnection, Yes, No, No, No, No, No
ELT, tSQLiteConnection, Yes, No, No, No, No, No
ELT, tSQLTemplate, Yes, No, No, No, No, No
ELT, tSQLTemplateAggregate, Yes, No, No, No, No, No
ELT, tSQLTemplateCommit, Yes, No, No, No, No, No
ELT, tSQLTemplateFilterColumns, Yes, No, No, No, No, No
ELT, tSQLTemplateFilterRows, Yes, No, No, No, No, No
ELT, tSQLTemplateMerge, Yes, No, No, No, No, No
ELT, tSQLTemplateRollback, Yes, No, No, No, No, No
ELT, tSybaseConnection, Yes, No, No, No, No, No
ELT, tTeradataConnection, Yes, No, No, No, No, No
ELT, tVectorWiseConnection, Yes, No, No, No, No, No
ESB, tESBConsumer, Yes, No, No, No, No, No
ESB, tESBProviderFault, Yes, No, No, No, No, No
ESB, tESBProviderRequest, Yes, No, No, No, No, No
ESB, tESBProviderResponse, Yes, No, No, No, No, No
ESB, tRESTClient, Yes, No, No, No, No, No
ESB, tRESTRequest, Yes, No, No, No, No, No
ESB, tRESTResponse, Yes, No, No, No, No, No
ESB, tRouteFault, Yes, No, No, No, No, No
ESB, tRouteInput, Yes, No, No, No, No, No
ESB, tRouteOutput, Yes, No, No, No, No, No
Exception Handling, cErrorHandler, No, No, No, No, No, Yes
Exception Handling, cIntercept, No, No, No, No, No, Yes
Exception Handling, cOnException, No, No, No, No, No, Yes
Exception Handling, cTry, No, No, No, No, No, Yes
File, tAdvancedFileOutputXML, Yes, No, No, No, No, No
File, tApacheLogInput, Yes, No, No, No, No, No
File, tAvroInput, No, No, Yes, Yes, No, No
File, tAvroOutput, No, No, Yes, Yes, No, No
File, tAvroStreamInput, No, No, No, Yes, No, No
File, tChangeFileEncoding, Yes, No, No, No, No, No
File, tCreateTemporaryFile, Yes, No, No, No, No, No
File, tDBFSConnection, Yes, No, No, No, No, No
File, tDBFSGet, Yes, No, No, No, No, No
File, tDBFSPut, Yes, No, No, No, No, No
File, tFileArchive, Yes, No, No, No, No, No
File, tFileCompare, Yes, No, No, No, No, No
File, tFileCopy, Yes, No, No, No, No, No
File, tFileDelete, Yes, No, No, No, No, No
File, tFileExist, Yes, No, No, No, No, No
File, tFileInputARFF, Yes, No, No, No, No, No
File, tFileInputDelimited, Yes, No, Yes, Yes, No, No
File, tFileInputExcel, Yes, No, No, No, No, No
File, tFileInputFullRow, Yes, No, Yes, Yes, No, No
File, tFileInputJSON, Yes, No, Yes, Yes, No, No
File, tFileInputLDIF, Yes, No, No, No, No, No
File, tFileInputMail, Yes, No, No, No, No, No
File, tFileInputMSDelimited, Yes, No, No, No, No, No
File, tFileInputMSPositional, Yes, No, No, No, No, No
File, tFileInputMSXML, Yes, No, No, No, No, No
File, tFileInputParquet, No, No, Yes, Yes, No, No
File, tFileInputPositional, Yes, No, Yes, Yes, No, No
File, tFileInputProperties, Yes, No, No, No, No, No
File, tFileInputRaw, Yes, No, No, No, No, No
File, tFileInputRegex, Yes, Yes, Yes, Yes, No, No
File, tFileInputXML, Yes, No, Yes, Yes, No, No
File, tFileList, Yes, No, No, No, No, No
File, tFileOutputARFF, Yes, No, No, No, No, No
File, tFileOutputDelimited, Yes, No, Yes, Yes, No, No
File, tFileOutputExcel, Yes, No, No, No, No, No
File, tFileOutputJSON, Yes, No, Yes, Yes, No, No
File, tFileOutputLDIF, Yes, No, No, No, No, No
File, tFileOutputMSDelimited, Yes, No, No, No, No, No
File, tFileOutputMSPositional, Yes, No, No, No, No, No
File, tFileOutputMSXML, Yes, No, No, No, No, No
File, tFileOutputParquet, No, No, Yes, Yes, No, No
File, tFileOutputPositional, Yes, No, Yes, Yes, No, No
File, tFileOutputProperties, Yes, No, No, No, No, No
File, tFileOutputRaw, Yes, No, No, No, No, No
File, tFileOutputXML, Yes, No, Yes, Yes, No, No
File, tFileProperties, Yes, No, No, No, No, No
File, tFileRowCount, Yes, No, No, No, No, No
File, tFileStreamInputDelimited, No, No, No, Yes, No, No
File, tFileStreamInputFullRow, No, No, No, Yes, No, No
File, tFileStreamInputJSON, No, No, No, Yes, No, No
File, tFileStreamInputParquet, No, No, No, Yes, No, No
File, tFileStreamInputPositional, No, No, No, Yes, No, No
File, tFileStreamInputRegex, No, No, No, Yes, No, No
File, tFileStreamInputXML, No, No, No, Yes, No, No
File, tFileTouch, Yes, No, No, No, No, No
File, tFileUnarchive, Yes, No, No, No, No, No
File, tGPGDecrypt, Yes, No, No, No, No, No
File, tHDFSCompare, Yes, No, No, No, No, No
File, tHDFSConnection, Yes, No, No, No, No, No
File, tHDFSCopy, Yes, No, No, No, No, No
File, tHDFSDelete, Yes, No, No, No, No, No
File, tHDFSExist, Yes, No, No, No, No, No
File, tHDFSGet, Yes, No, No, No, No, No
File, tHDFSInput, Yes, No, No, No, No, No
File, tHDFSList, Yes, No, No, No, No, No
File, tHDFSOutput, Yes, No, No, No, No, No
File, tHDFSProperties, Yes, No, No, No, No, No
File, tHDFSPut, Yes, No, No, No, No, No
File, tHDFSRename, Yes, No, No, No, No, No
File, tHDFSRowCount, Yes, No, No, No, No, No
File, tNamedPipeClose, Yes, No, No, No, No, No
File, tNamedPipeOpen, Yes, No, No, No, No, No
File, tNamedPipeOutput, Yes, No, No, No, No, No
File, tPivotToColumnsDelimited, Yes, No, No, No, No, No
File, tSqoopExport, Yes, No, No, No, No, No
File, tSqoopImport, Yes, No, No, No, No, No
File, tSqoopImportAllTables, Yes, No, No, No, No, No
File, tSqoopMerge, Yes, No, No, No, No, No
Internet, tFileFetch, Yes, No, No, No, No, No
Internet, tFileInputJSON, Yes, No, No, No, No, No
Internet, tFTPClose, Yes, No, No, No, No, No
Internet, tFTPConnection, Yes, No, No, No, No, No
Internet, tFTPDelete, Yes, No, No, No, No, No
Internet, tFTPFileExist, Yes, No, No, No, No, No
Internet, tFTPFileList, Yes, No, No, No, No, No
Internet, tFTPFileProperties, Yes, No, No, No, No, No
Internet, tFTPGet, Yes, No, No, No, No, No
Internet, tFTPPut, Yes, No, No, No, No, No
Internet, tFTPRename, Yes, No, No, No, No, No
Internet, tFTPTruncate, Yes, No, No, No, No, No
Internet, tHttpRequest, Yes, No, No, No, No, No
Internet, tJBossESBInput, Yes, No, No, No, No, No
Internet, tJBossESBOutput, Yes, No, No, No, No, No
Internet, tJMSInput, Yes, No, No, No, No, No
Internet, tJMSOutput, Yes, No, No, No, No, No
Internet, tKafkaCommit, Yes, No, No, No, No, No
Internet, tKafkaConnection, Yes, No, No, No, No, No
Internet, tKafkaCreateTopic, Yes, No, No, No, No, No
Internet, tKafkaInput, Yes, No, No, No, No, No
Internet, tKafkaOutput, Yes, No, No, No, No, No
Internet, tMapRStreamsCommit, Yes, No, No, No, No, No
Internet, tMapRStreamsCreateStream, Yes, No, No, No, No, No
Internet, tMapRStreamsInput, Yes, No, No, No, No, No
Internet, tMapRStreamsOutput, Yes, No, No, No, No, No
Internet, tMicrosoftMQInput, Yes, No, No, No, No, No
Internet, tMicrosoftMQOutput, Yes, No, No, No, No, No
Internet, tMomCommit, Yes, No, No, No, No, No
Internet, tMomConnection, Yes, No, No, No, No, No
Internet, tMomInput, Yes, No, No, No, No, No
Internet, tMomMessageIdList, Yes, No, No, No, No, No
Internet, tMomOutput, Yes, No, No, No, No, No
Internet, tMomRollback, Yes, No, No, No, No, No
Internet, tPetalsInput, Yes, No, No, No, No, No
Internet, tPetalsOutput, Yes, No, No, No, No, No
Internet, tPOP, Yes, No, No, No, No, No
Internet, tREST, Yes, No, No, No, No, No
Internet, tRSSInput, Yes, No, No, No, No, No
Internet, tRSSOutput, Yes, No, No, No, No, No
Internet, tSCPClose, Yes, No, No, No, No, No
Internet, tSCPConnection, Yes, No, No, No, No, No
Internet, tSCPDelete, Yes, No, No, No, No, No
Internet, tSCPFileExists, Yes, No, No, No, No, No
Internet, tSCPFileList, Yes, No, No, No, No, No
